Date,Open,High,Low,Close,Adj_Close,Volume,fast_ema,slow_ema,ema_signal,trend_ema,trend_signal,macd_hist,macd_z,don_upper,don_lower,don_signal,roc,roc_signal,atr_val,realised_vol,vol_regime,raw_signal,smooth_signal,target_position,position,vol_scalar,asset_return,strategy_return,turnover,strategy_return_net,cum_asset,cum_strategy
2004-12-02,46.88194727369123,47.09348730566473,46.68501428663126,46.7422495405736,46.7422495405736,26549208,46.205376166996615,44.88175872878305,0.994526492377382,44.4861929050939,0.7675234853379904,0.22317955915754767,,,,0.0,,,0.48380470411975457,,1.0,0.3637601458950441,0.3293491782910188,1.0,1.5,1.9058646149348417,0.006892636012908238,0.010338954019362356,0.0,0.010338954019362356,1.0527533680309369,1.0167143161760783
2004-12-03,46.46968306053866,46.670315337119085,46.356638219797574,46.49689537207728,46.49689537207728,50465106,46.28866736844823,44.950487947646636,0.9948226397648252,44.5000598186593,0.7150554153847297,0.1970935274685507,,,,0.0,,,0.474452953325114,,1.0,0.35596397224891574,0.3421836688045253,1.0,1.5,1.843835410824656,-0.005249087729150559,-0.007108272649605865,0.0,-0.007108272649605865,1.0472273732449837,1.0094872336099412
2004-12-06,46.3007368602318,46.406586234282045,46.1209471067662,46.25359289146736,46.25359289146736,10668245,46.27864608931084,45.005939221851776,0.9930295301771922,44.512153150195914,0.6541140437164902,0.1515740928190591,,,,0.0,,,0.4650715544666347,,1.0,0.3463744891017716,0.35302310105592766,1.0,1.5,1.8432738996989642,-0.005232660775799425,-0.006331439818876537,0.0,-0.006331439818876537,1.0417475876456612,1.0030957259424158
2004-12-07,46.25331726748011,46.57603776387411,46.01433109854763,46.40123977797726,46.40123977797726,25260145,46.313672857501246,45.0653137136018,0.9921793881574168,44.52518133383578,0.6872341262891013,0.12086438892588791,,,,0.0,,,0.4742748983580488,,1.0,0.3511299659827194,0.3551461383238132,1.0,1.5,1.9822389339984519,0.003192117136853412,0.004141025162184462,0.0,0.004141025162184462,1.0450729679724606,1.007249570583623
2004-12-08,45.337240385209284,45.526054679417506,45.16180328337331,45.3865955632509,45.3865955632509,19279815,46.048793630572575,45.078985281671976,0.9732975792519746,44.531122121624854,0.3663612531047133,0.0265968136344098,,,,0.0,,,0.5471474313338489,,1.0,0.2982785827787006,0.3448111540448974,1.0,1.393085830803593,1.393085830803593,-0.021866747948573684,-0.015230322783067485,0.10691416919640706,-0.015230322783067485,1.022220620793939,0.9919088345005284
2004-12-09,44.3698589241397,44.57328220195415,44.188375121638465,44.38324457331977,44.38324457331977,42791619,45.57292247135749,45.04937929408252,0.8217406255862622,44.53010227646413,-0.06586335718420022,-0.10190585435724087,,,,0.0,,,0.6091543846937142,,1.0,0.1955556528189355,0.3185104681376812,1.0,1.2191694042540402,1.2191694042540402,-0.0221067691347957,-0.0030990249932179837,0.17391642654955275,-0.0031524820778161874,0.9996226255252199,0.9887818596769379
2004-12-10,44.038157005211296,44.175622307864806,43.824047936797655,44.04093769142611,44.04093769142611,11632552,45.13521253423424,45.00646688545885,0.2785047266974387,44.52672872760179,-0.2148036747709576,-0.2027115383017869,,,,0.0,,,0.6043965039154668,,1.0,0.03740563045871603,0.26411804889829316,1.0,1.291087031220404,1.291087031220404,-0.007712524967123158,-0.0,0.07191762696636372,-8.695821327477638e-05,0.9919130110681554,0.9886958769731019
2004-12-13,43.535912807441115,43.67174172038615,43.40412082514546,43.428837212682026,43.428837212682026,31266149,44.64767672807646,44.93933370789388,-0.570997443675344,44.51915706198166,-0.45407397582547987,-0.2976284651633214,,,,0.0,,,0.6074841574740554,,1.0,-0.21086045729265798,0.16964731064136418,0.0,0.0,1.3182155380775915,-0.013898443376314518,-0.0,1.291087031220404,-3.595881348318186e-05,0.978126964249595,0.9886603246424702
2004-12-14,43.60416350309742,43.64157413377777,43.544256212913346,43.638728152434645,43.638728152434645,16318101,44.359405706464514,44.883988790640295,-0.8238720866471487,44.51308513846754,-0.37381795166293413,-0.3307428035377603,,,,0.0,,,0.5698891825808831,,1.0,-0.2620407144112273,0.06824477672253104,0.0,0.0,1.3476327801863706,0.004832985482082552,0.0,0.0,-0.0006455435156102019,0.9828542376674467,0.9880221013807562
2004-12-15,43.08918179417349,43.138775425888845,43.064820942503786,43.100146698445194,43.100146698445194,27613706,43.999617418458996,44.808080616504334,-0.9472474422198667,44.5033407354329,-0.5584663691667039,-0.37039649827613674,,,,0.0,,,0.5702718518523093,,1.0,-0.32058181592997226,-0.04370718692958423,0.0,0.0,1.3870780291079232,-0.012341822889707754,-0.0,0.0,-0.0,0.9707240247397564,0.9880221013807562
2004-12-16,42.17346369710473,42.285780420124894,42.10560156957683,42.262534864004465,42.262534864004465,25174915,43.50330811718627,44.699759520653274,-0.9905793688420043,44.48788690183684,-0.7617749128053837,-0.43030943444006803,,,,0.0,,,0.6106788306157434,0.18442028524909423,1.0,-0.3619110791313086,-0.1537387972479191,0.0,0.0,1.3432500062101724,-0.01943408314364148,-0.0,0.0,-0.0,0.9518588933334337,0.9880221013807562
2004-12-17,43.29853606682238,43.48475413600949,43.09630317457784,43.20563271475839,43.20563271475839,20768179,43.418258002206876,44.636179656572644,-0.9915044679487451,44.47904376951215,-0.5172582773387749,-0.38515824123730824,,,,0.0,,,0.6689207774147228,0.2027997831842318,1.0,-0.3254648585880025,-0.24057554914907542,-1.0,-1.0901221620199875,1.0901221620199875,0.02231522207053338,0.0,1.0901221620199875,0.0,0.9730998359179813,0.9880221013807562
2004-12-20,43.09735262127714,43.227520354731446,42.82222131167602,43.066200455962274,43.066200455962274,32174575,43.31767013185127,44.56937203101475,-0.9927543390468013,44.46930002252215,-0.5587692237206612,-0.34472847639691667,,,,0.0,,,0.6438139455709805,0.20287725379528365,1.0,-0.3320039683197995,-0.30214381561216136,-1.0,-1.1545554118934118,1.1545554118934118,-0.003227177801483405,0.0,0.06443324987342436,-0.0005450610810099937,0.9699594697288797,0.9874835689861158
2004-12-21,43.18544813963664,43.407985932882006,43.07588798392297,43.12433383934736,43.12433383934736,24795968,43.26243119113587,44.507881044135296,-0.992606048049395,44.46002439367266,-0.5376542187917609,-0.2959835228009866,,,,0.0,,,0.6150493295089567,0.20070337004408614,1.0,-0.3287996448311129,-0.3218003468685705,-1.0,-1.2139280615442234,1.2139280615442234,0.0013498609761157798,-0.0,0.05937264965081157,-3.221662493671218e-05,0.9712687801654807,0.9874517555983426
2004-12-22,42.09480015717688,42.280153231496975,42.00867956525848,42.23570093784811,42.23570093784811,22304883,42.96907969019651,44.41119252897414,-0.9969807000000418,44.444684231908354,-0.759078504551316,-0.3043278671626513,,,,0.0,,,0.6627259908975204,0.19912918512335118,1.0,-0.3631069506827078,-0.338644719580484,-1.0,-1.164945590725266,1.164945590725266,-0.020606298634309517,0.002260909752232963,0.04898247081895746,0.0022312234274075573,0.9512545256272092,0.9896549810888684
2004-12-23,41.90385546802106,41.92584159897469,41.89134704271913,41.892239962752754,41.892239962752754,19504389,42.661411196641154,44.3040030580711,-0.9987965336951433,44.42708116798314,-0.8147923491448581,-0.3125320296702878,,,,0.0,,,0.6324048389195637,0.19963324337124758,1.0,-0.37191798579551455,-0.34720074789140765,-1.0,-1.2265933278102665,1.2265933278102665,-0.008132006039174633,0.0018825572316311016,0.0616477370850006,0.0018580659962216229,0.9435189180800165,0.9914938253572209
2004-12-24,42.188766138254614,42.50158265001165,41.796308279179286,41.97668508683516,41.97668508683516,25306175,42.46577516526801,44.20496825078447,-0.9992352814823323,44.41018188466488,-0.7990281118180005,-0.29219796185501623,,,,0.0,,,0.6393447943398303,0.20072374095890275,1.0,-0.36966303714328314,-0.3484927408934034,-1.0,-1.2746942633484208,1.2746942633484208,0.0020157700843279613,-0.00042076929500559914,0.04810093553815431,-0.00045159316354809946,0.9454208352890797,0.9910460735239893
2004-12-27,41.215774740768076,41.49584029381836,40.97758699132637,41.2779670335224,41.2779670335224,27597234,42.126401413340695,44.080415007496725,-0.9997177368880191,44.38858040293287,-0.8856835664268433,-0.3043562956948046,,,,0.0,,,0.673607013498779,0.18804966436540113,1.0,-0.38278196918603125,-0.3580455926597415,-1.0,-1.2771282627949916,1.2771282627949916,-0.016645384261938623,0.008795160291524978,0.002433999446570745,0.008771109823755901,0.92968394219645,0.9997386474752703
2004-12-28,41.52879151634702,41.601095841746286,41.40556197971492,41.527657136958666,41.527657136958666,13343164,41.955331620088685,43.97178701300575,-0.9997921188337334,44.368849897650286,-0.8566753205626965,-0.2750239949868122,,,,0.0,,,0.640228136805932,0.18461549603367972,1.0,-0.3784493277928378,-0.3657864859052479,-1.0,-1.2871120076918494,1.2871120076918494,0.006048992268284259,-0.002500437083468641,0.009983744896857827,-0.0025016540831919267,0.9353075931747443,0.9972376472056891
2004-12-29,41.22916607710252,41.425240109012435,41.133127145689485,41.171534681483514,41.171534681483514,19585836,41.731389637630066,43.85262733932396,-0.9998742617821307,44.34679944788362,-0.8920788545161294,-0.25925852292879914,,,,0.0,,,0.6168283134214796,0.1848768530486624,1.0,-0.3837803936229521,-0.3749499440372211,-1.0,-1.3491321561857856,1.3491321561857856,-0.008575548923953402,0.004994220295900912,0.06202014849393622,0.004989228423452483,0.9272868171505292,1.0022130936200646
2004-12-30,40.8061617207096,41.20418298934279,40.56369496538613,41.00888596765158,41.00888596765158,12824762,41.52496001763622,43.73161706818897,-0.9999171691280236,44.323779354916496,-0.9043796506671135,-0.23988498351383447,,,,0.0,,,0.6190816191867352,0.1788179863385279,1.0,-0.38563623988207296,-0.3787048255704486,-1.0,-1.4223243378668877,1.4223243378668877,-0.003950513749128803,0.002746699687845595,0.07319218168110209,0.002715689613598627,0.9236235578299902,1.0049347933090211
2004-12-31,40.64424977708809,41.013824204572956,40.37661531180798,40.67032489090429,40.67032489090429,23584322,41.280778552855665,43.601349315964086,-0.999952337576776,44.298583117233655,-0.9272053979515938,-0.22994513996552723,,,,0.0,,,0.6208080261941865,0.1788661657296106,1.0,-0.38906889408693307,-0.3815633102856851,-1.0,-1.4912311959267404,1.4912311959267404,-0.008255797951067234,0.00768692086144092,0.06890685805985264,0.007650324770600369,0.9159983083536999,1.0126228708511114
2005-01-03,41.797246988774724,42.11082508108137,41.412911586313506,41.762127441013014,41.762127441013014,16930049,41.41830680661491,43.52308455532787,-0.99987396137879,44.281090319466614,-0.8136432095674668,-0.1346326606861944,,,,0.0,,,0.69887394657351,0.21478281835269586,1.0,-0.3720149717798175,-0.3819552993917741,-1.0,-1.1186486903885053,1.1186486903885053,0.02684518879643627,-0.00697473439721596,0.372582505538235,-0.007009187826245886,0.9405884558786712,1.0055252069521636
2005-01-04,41.87884355292531,42.02214793144069,41.68569812119878,41.76654736359625,41.76654736359625,38357854,41.51780410860958,43.44833829184993,-0.9997235731133512,44.26374864390888,-0.8104462367131556,-0.059894068831170544,,,,0.0,,,0.6643573621609765,0.21349562039141143,1.0,-0.3714978287853111,-0.38007460932498743,-1.0,-1.1774269171470642,1.1774269171470642,0.00010583566628596941,-2.0465808402929174e-05,0.058778226758558816,-0.0002067570611720467,0.9406880036846,1.0053173075154398
2005-01-05,41.12728703912811,41.15378045082068,41.11304132951141,41.11315644477476,41.11315644477476,36166223,41.40219049037106,43.34896885154886,-0.999748701361677,44.24202042184589,-0.8884313554135107,-0.043812151950180955,,,,0.0,,,0.6633239023442018,0.20811258737136837,1.0,-0.38320187865244587,-0.3808667011349221,-1.0,-1.174582226834696,1.174582226834696,-0.015643881528761172,0.0070920620912622735,0.0028446903123682254,0.007062672977882994,0.9259719919994313,1.0124175348974274
2005-01-06,41.64747252895439,41.72750478619046,41.47932590779494,41.65144072157541,41.65144072157541,13885432,41.47340484214374,43.27673361197552,-0.9995196685783458,44.22415435494747,-0.8221733455856997,0.010811640539364786,,,,0.0,,,0.6586595632081539,0.20690628945601494,1.0,-0.3732059189824414,-0.379104288694837,-1.0,-1.1520271787405238,1.1520271787405238,0.013092749945475601,-0.0031468848742550967,0.02255504809417208,-0.0031483072194112807,0.9380955117471937,1.0092301334632512
2005-01-07,40.950941665384974,41.229325119622345,40.73537165168502,40.88767389620766,40.88767389620766,24121535,41.30605314330486,43.175071496410936,-0.9996525484448292,44.201144144887195,-0.9050160688051428,0.003610763088931046,,,,0.0,,,0.6831747543207478,0.21338944380686775,1.0,-0.38566554743197873,-0.37910917328648797,-1.0,-1.1264784591915857,1.1264784591915857,-0.018337104602773602,0.009477177867408608,0.025548719548938115,0.009465900343361523,0.920893556220893,1.0187834053301317
2005-01-10,41.209359170651474,41.454049709680504,40.864053646924205,41.03632586067627,41.03632586067627,35431433,41.22898820541097,43.08406104382648,-0.9996360325302398,44.17931781189264,-0.8901886641227194,0.01625706808909111,,,,0.0,,,0.6743005932193717,0.21125613867283483,1.0,-0.38343730775096785,-0.3781705755638271,-1.0,-1.1717423863879792,1.1717423863879792,0.0036356180311445385,-0.001639505919781818,0.045263927196393494,-0.001652280279556287,0.9242415734386544,1.0171000896003655
2005-01-11,39.8102670097699,39.92207343955208,39.69404453222735,39.828679551595584,39.828679551595584,21743273,40.828900018606575,42.945534171816654,-0.9998952779554386,44.149313410097484,-0.9608819235529374,-0.04591257806417137,,,,0.0,,,0.7379178060983763,0.22919938100251153,1.0,-0.39410610802180024,-0.38185243160415755,-1.0,-1.0350202452786759,1.0350202452786759,-0.029428714285504087,0.027771130149228516,0.13672214110930336,0.02774849818563032,0.8970423322431436,1.0453230895912458
2005-01-12,38.91205639502635,39.03860577796769,38.83145230728326,38.94281484467822,38.94281484467822,15604493,40.29001854034133,42.77520568981077,-0.9999820265927384,44.113406523439416,-0.9817659658237593,-0.13107638323060322,,,,0.0,,,0.7626139430711335,0.2362997330456068,1.0,-0.39726040152174846,-0.38614619372689707,-1.0,-1.023801439069242,1.023801439069242,-0.02224187989385351,0.02302079598319511,0.01121880620943383,0.022952434912640457,0.8770904244296893,1.069315799767769
2005-01-13,39.19985507888066,39.35130636251986,38.93236403584376,39.09172618123296,39.09172618123296,12541552,39.94764929488179,42.618461880935115,-0.9999927929501915,44.0787742452173,-0.9785750870196464,-0.15985231514196419,,,,0.0,,,0.7298833129382727,0.2317747115244728,1.0,-0.3967844612904948,-0.3884099574999052,-1.0,-1.0519100032866608,1.0519100032866608,0.0038238462511932525,-0.003725647896014145,0.028108564217418808,-0.003731257299118862,0.8804442833611023,1.0653259073848222
2005-01-14,39.637362245549895,39.79633019531969,39.369805088641094,39.60370480150399,39.60370480150399,40328159,39.849379439630994,42.49017434564018,-0.9999920074500772,44.047911697329624,-0.9652704248759331,-0.12824249699451917,,,,0.0,,,0.7274757606666975,0.22001503010921594,1.0,-0.3947885655939093,-0.3920070652684832,-1.0,-1.0259299195288039,1.0259299195288039,0.013096853740800496,-0.01077685178236375,0.025980083757856987,-0.01079090606447246,0.8919753333672065,1.0538300755901837
2005-01-17,39.70200520065407,39.812739086011035,39.60827128305322,39.73195963475934,39.73195963475934,41517595,39.81583092395338,42.37280350687929,-0.999988530179991,44.0181465106912,-0.9601216081216314,-0.08463716452380543,,,,0.0,,,0.6781003819848261,0.221605565129601,1.0,-0.39401537376324247,-0.3933987029903605,-1.0,-1.0675966332168385,1.0675966332168385,0.0032384554399185195,-0.0024650996769480715,0.04166671368803465,-0.002478089718827,0.8948639557378226,1.051218590114473
2005-01-18,39.52241713892161,39.70316746308257,39.31408638692248,39.66892740010594,39.66892740010594,21321605,39.77385848856839,42.25774494914426,-0.9999843140959379,43.98815189613544,-0.9613796979976448,-0.047813728223690344,,,,0.0,,,0.6533168453993055,0.22092206355787378,1.0,-0.39420303322363115,-0.39519299056913776,-1.0,-1.1225650949069699,1.1225650949069699,-0.0015864365924266322,0.001291307700121608,0.054968461690131365,0.0012704743432775908,0.8934443108131965,1.05255413636239
2005-01-19,39.42353285080958,39.617499777916485,39.29252613613312,39.49138854249537,39.49138854249537,38251087,39.69315278969039,42.14002765524431,-0.9999819059801592,43.957139735075856,-0.9662111317709957,-0.02436996644527456,,,,0.0,,,0.6269439328824976,0.21215920773407676,1.0,-0.39492714626068914,-0.3953298302756192,-1.0,-1.1804038861939463,1.1804038861939463,-0.00447551444534644,0.004136112409150134,0.05783879128697644,0.004108628178305068,0.8894456878940394,1.0568786899462401
2005-01-20,38.51126213627971,38.620514030180175,38.362880530797284,38.608241717341556,38.608241717341556,4077006,39.38317819759072,41.9897388919293,-0.9999918873326581,43.92025078322941,-0.9842767256565386,-0.0555159941577561,,,,0.0,,,0.6747119403887443,0.22225946734178417,1.0,-0.39763948068164534,-0.395393010135602,-1.0,-1.1275835853011111,1.1275835853011111,-0.022363022870251603,0.02639739910308909,0.05282030089283518,0.026368479707445602,0.8695549936338184,1.084746974235319
2005-01-21,38.249816048519236,38.445395413007994,38.10607722478338,38.16849673066643,38.16849673066643,53571769,39.03612634989807,41.82713284251386,-0.99999679977616,43.88058351390139,-0.9891028516654825,-0.09082171645952508,,,,0.0,,,0.6582788501191666,0.22255678750434263,1.0,-0.3983646276938624,-0.39565637120283,-1.0,-1.1737306648107582,1.1737306648107582,-0.011389925236548804,0.012843092734539307,0.04614707950964703,0.01281668258409289,0.8596508272672615,1.0986498318881484
2005-01-24,37.886088496220964,37.91173632325184,37.84095802274085,37.89741557723735,37.89741557723735,21984168,38.71078041485215,41.6599108312255,-0.9999985801724346,43.839320286751985,-0.9911981505709321,-0.1159131375687441,,,,0.0,,,0.626779788957873,0.21827170616592514,1.0,-0.39867936762874845,-0.3963048382086365,-1.0,-1.233879744913398,1.233879744913398,-0.007102222425524052,0.00833609624914422,0.06014908010263986,0.008313022709389396,0.8535453958837237,1.1077829328903015
2005-01-25,38.57200990165451,38.74949104732694,38.45998396670324,38.54733645247789,38.54733645247789,26299643,38.66408213988808,41.52746085766178,-0.9999979489202886,43.80282384651561,-0.9836622629438689,-0.07424671148984685,,,,0.0,,,0.6482365204942269,0.22848431112353937,1.0,-0.3975488266716525,-0.3968937470267048,-1.0,-1.1244076290026939,1.1244076290026939,0.017149477486557263,-0.015632464166289925,0.10947211591070416,-0.015662538706341246,0.8681832534341862,1.090432239825683
2005-01-26,38.5760608416026,38.77839340965106,38.486880951193605,38.772729410658414,38.772729410658414,19929056,38.695124217251035,41.41023824289568,-0.9999959633878773,43.76813354006142,-0.9794015579167653,-0.019845139631517572,,,,0.0,,,0.6142628003002485,0.2300640117488193,1.0,-0.39690922453448413,-0.397344778911847,-1.0,-1.1559671813090342,1.1559671813090342,0.00584717334382856,-0.004334704666623606,0.03155955230634033,-0.004389440724578958,0.873259671411225,1.0856458521447983
2005-01-27,37.74461594198363,37.876951197190444,37.65363703323339,37.730722927741546,37.730722927741546,55807815,38.419580991676895,41.25366312310189,-0.9999978426674669,43.7264962254937,-0.9917355333315588,-0.04115048577773761,,,,0.0,,,0.6623418076454655,0.24533984045003407,1.0,-0.39875979066660056,-0.3979835529794989,-1.0,-1.0567531456834833,1.0567531456834833,-0.026874726096286272,0.031066301373976386,0.09921403562555087,0.031050521597823216,0.8497910569311153,1.1193557221244075
2005-01-28,37.943466264517724,38.14972085025629,37.81896150148555,37.9513247052576,37.9513247052576,12782160,38.285793481271384,41.113138084044685,-0.9999978730577345,43.68666745638862,-0.9895736956529978,-0.028120100213382182,,47.09348730566473,37.65363703323339,0.0,,,0.6391661995377774,0.24722795572318906,1.0,-0.39843552261238324,-0.3981162266346219,-1.0,-1.0823347932078715,1.0823347932078715,0.0058467413396379175,-0.005707270547995194,0.025581647524388185,-0.00575687756580797,0.8547595654337291,1.1129117282795506
2005-01-31,37.57339750121318,37.72751092297317,37.41722716130222,37.722557801512984,37.722557801512984,58508125,38.124869001340414,40.96885807202206,-0.9999981317653972,43.64553566566534,-0.9912568903310973,-0.022865385583864528,,47.09348730566473,37.41722716130222,0.0,,,0.629159660910882,0.22004059140948945,1.0,-0.3986880664910139,-0.39817013310081384,-1.0,-1.1370699402856863,1.1370699402856863,-0.006027902992090328,0.006524209138421195,0.054735147077814794,0.006511418314659001,0.8496071576917333,1.120158362089669
2005-02-01,37.24165833216648,37.442471369334676,37.11780367120686,37.32591923529352,37.32591923529352,30638334,37.89659763961273,40.81383939811872,-0.9999987622423212,43.60195210407657,-0.9937023400652543,-0.033420834161803414,,47.09348730566473,37.11780367120686,-1.0,,,0.62683532466281,0.22001316171034382,1.0,-0.6490550415703684,-0.4398994120910838,-1.0,-1.183087577596871,1.183087577596871,-0.01051462544789461,0.011955864530163882,0.04601763731118469,0.011928496956624974,0.8406738566507544,1.1335201677027935
2005-02-02,37.78170404336109,37.84273455317544,37.68811891840574,37.701921488241204,37.701921488241204,35096028,37.840975882078006,40.681417359400534,-0.9999982765334008,43.56126223776046,-0.9908295678275716,-0.00394814779708752,,47.09348730566473,37.11780367120686,-1.0,,,0.6163572287789159,0.22322162390365916,1.0,-0.6486240043074859,-0.4817452750303894,-1.0,-1.1717631159334827,1.1717631159334827,0.010073489431766225,-0.010164308622707544,0.011324461663388297,-0.010187317441363137,0.8491423758612879,1.121972637928218
2005-02-03,38.25358723821011,38.33301265113953,38.20139415203989,38.32697776910589,38.32697776910589,19825454,37.97983356408597,40.581228440664596,-0.9999945914866483,43.52516372418353,-0.9833011416448495,0.06497143600878585,,47.09348730566473,37.11780367120686,-1.0,,,0.6177604605998124,0.22711814305862768,1.0,-0.6474938191183894,-0.5235093741277069,-1.0,-1.1132788571750394,1.1132788571750394,0.01657889720712591,-0.011964629035757205,0.05848425875844332,-0.0119702912665889,0.863220220024907,1.108542298659074
2005-02-04,38.97233246011894,39.044169996389165,38.87198556517928,38.90991645093293,38.90991645093293,11018304,38.24557153175653,40.51010878152708,-0.9999721025763835,43.49333443264386,-0.9708935683560025,0.15216676262884588,,47.09348730566473,37.11780367120686,-1.0,,,0.6272301526649043,0.2303282103739277,1.0,-0.6456270608974962,-0.5646539191661896,-1.0,-1.0955646704004929,1.0955646704004929,0.01520961776164187,-0.006999085658023956,0.017714186774546503,-0.007028327787403177,0.8763494696156062,1.1007511000178967
2005-02-07,38.465533118679836,38.613163159180296,38.29812607772724,38.40429937498301,38.40429937498301,42215856,38.29092234410695,40.420499870610314,-0.9999469351381642,43.45823763914275,-0.9810910096976472,0.17643014345120012,,47.09348730566473,37.11780367120686,-1.0,,,0.6257596974783127,0.2321296209211922,1.0,-0.6471503852391881,-0.606106396270657,-1.0,-1.105725099225736,1.105725099225736,-0.012994555683190079,0.00826787546821196,0.01016042882524304,0.008259018374824687,0.8649616976347522,1.109842223579053
2005-02-08,38.25801596894652,38.36019047395303,38.02574043858375,38.22799451846001,38.22799451846001,29117356,38.27294296535068,40.32720177051881,-0.9999247614280374,43.422166996931146,-0.9834270867487943,0.18059088985125482,,47.09348730566473,37.11780367120686,-1.0,,,0.6022167678517361,0.21066754339951094,1.0,-0.6474952533693286,-0.6475742607503762,-1.0,-1.1591337628397034,1.1591337628397034,-0.0045907583107179795,0.003255298445105345,0.053408663613967455,0.0032502182306927236,0.8609908675328827,1.1134494530073225
2005-02-09,38.40551949275601,38.48913889764761,38.210444344233196,38.43665010916108,38.43665010916108,54678113,38.31971643501079,40.24675276365252,-0.9998612768789857,43.387784121843076,-0.9793853966491116,0.19608925448285563,,47.09348730566473,37.11780367120686,-1.0,,,0.5714051283815146,0.19786243892406255,1.0,-0.6468731287171132,-0.6472106086081669,-1.0,-1.2030611900018413,1.2030611900018413,0.005458188255214713,-0.0035775239145929296,0.04392742716213793,-0.003604228246399913,0.8656903177738978,1.1094363270378549
