name,total_return_pct,cagr_pct,ann_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,avg_win_pct,avg_loss_pct,num_trades,years,score,fast_ema,slow_ema,trend_ema,donchian_window,roc_period,signal_smooth,long_threshold,vol_target,dd_limit,min_holding,transaction_cost_bps,short_threshold
opt,4860.076465641917,19.020503249780397,8.430918588011059,2.256041622419169,4.016302270371482,-7.659006640450851,2.483416471964404,28.15929203539823,1.7069368116501036,0.6047015767096956,-0.15130997485648315,5205,22.42063492063492,2.351144138668071,10,30,150,20,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,5192.231611505983,19.36509363776542,8.590503841286301,2.254244220775039,3.835694722948558,-8.910910511664124,2.1731891047965384,28.14159292035398,1.6997058100050972,0.6191182750770566,-0.1727798048283502,4833,22.42063492063492,2.3510696889638663,10,30,200,20,40,3,0.2,0.16,0.1,5,5.0,-0.2
opt,5263.6063443624635,19.436436835154435,8.649288950542552,2.24717163992252,3.9448705604218204,-8.612863607159408,2.2566753314191548,29.575221238938056,1.6699693914792368,0.6066602029546507,-0.16838685119109933,5162,22.42063492063492,2.344353824098292,5,30,150,20,40,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4691.337034018683,18.836908162092335,8.372181596756114,2.24994022697631,3.857169892699484,-9.102028874809823,2.069528499763841,28.000000000000004,1.7044798259346239,0.6039214314514133,-0.16539542286108422,4861,22.42063492063492,2.3441247677867714,10,30,150,20,60,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4778.669346252881,18.932686741983673,8.425760314297595,2.2470003935261453,3.7940531891811955,-9.031741282351824,2.0962388259480447,28.424778761061948,1.7029576966697388,0.5985320803109792,-0.16909967841161191,4827,22.42063492063492,2.3416638272360637,10,30,150,20,40,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4627.033458486057,18.76531332575315,8.348860451743867,2.247649656407127,3.8327451346972903,-8.1625993430138,2.298938430907306,26.955752212389378,1.721599846480647,0.6163985376293368,-0.1617118039459256,4790,22.42063492063492,2.3414762230358925,10,30,200,20,40,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4837.174037149904,18.99593768254395,8.470149994045434,2.242692006150801,3.976759630164696,-7.4059623618959955,2.564951960906376,28.707964601769913,1.6972901253624284,0.5973682021512983,-0.1544978442668931,5192,22.42063492063492,2.3376716945635208,10,30,200,20,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4682.354215717291,18.826962159155514,8.39269942543773,2.243254667514031,3.7926237890447285,-8.76215401073583,2.1486682539576196,27.73451327433628,1.7116005019727385,0.6058935321083213,-0.16677873016706304,4771,22.42063492063492,2.3373894783098086,5,30,150,20,40,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4729.744876751529,18.87923434186607,8.424601282220515,2.240964730486328,3.781970158140986,-8.193260166127956,2.30423957729493,27.486725663716815,1.70755867824959,0.6150236505817162,-0.1681259823895605,4776,22.42063492063492,2.3353609021956583,10,30,200,20,40,5,0.2,0.16,0.1,3,5.0,-0.2
opt,5013.460665850771,19.182285573442858,8.568640875366832,2.238661399451129,3.9061340539941334,-7.5563218128974485,2.538574461016433,29.02654867256637,1.6792422989631453,0.6056397217700958,-0.16209550457960137,5173,22.42063492063492,2.3345728273183433,5,30,200,20,60,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4221.949967799565,18.29168311207374,8.165962609244168,2.239991044211602,3.827705196949672,-5.762386926707075,3.174323998844443,28.67256637168142,1.6979029274363897,0.5769517484880815,-0.16412645644154716,4846,22.42063492063492,2.3314494597719704,5,30,200,80,40,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4972.388248402469,19.139423706625692,8.56112204014326,2.23562094044222,3.935366658405616,-8.112838213007018,2.3591526422824693,29.734513274336283,1.6713606232597822,0.5941357170132602,-0.161276490668376,5257,22.42063492063492,2.3313180589753486,20,30,150,20,60,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4564.622663082036,18.69493046455002,8.354202119523377,2.2377876662644836,3.7811569753088943,-6.63624171857804,2.8170960699357734,28.743362831858406,1.7052313347523935,0.5838885884232268,-0.17015732910317924,4770,22.42063492063492,2.3312623185872337,20,50,200,20,40,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4585.251409018087,18.718293257862562,8.368523902969862,2.2367496914503318,3.838618566087237,-7.564222019737119,2.4745827408319623,28.176991150442475,1.7021163580703058,0.5978900296010727,-0.16452199400916523,4881,22.42063492063492,2.3303411577396447,5,50,150,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4868.719867736453,19.02974616475712,8.514251306935304,2.235046333346585,3.929127945565677,-7.417470963066484,2.5655302541137233,28.938053097345133,1.6760051515167538,0.604708456655182,-0.1603897923149352,5199,22.42063492063492,2.3301950641703706,10,30,200,20,60,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4647.348487734364,18.788031868514054,8.40307778195991,2.235851238798362,3.783119919878667,-8.441885677934117,2.2255728856437003,29.008849557522126,1.6946506101576326,0.5864690026596804,-0.17219488598305724,4812,22.42063492063492,2.329791398140932,20,30,150,20,40,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4553.803597036717,18.682637994360896,8.356128363480812,2.235800741885503,3.796936100059958,-5.725976403834782,3.2627864099909356,28.84955752212389,1.6956529284628974,0.5860957278845215,-0.17088354650871274,4800,22.42063492063492,2.3292139318573075,20,50,200,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4753.415026261469,18.905159427608332,8.463175827838661,2.2338138557185525,3.9444748835575245,-8.044784998481717,2.34998939451785,29.89380530973451,1.679100492092746,0.5802002900670266,-0.15773540244815076,5264,22.42063492063492,2.3283396528565943,20,30,150,20,60,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4188.255858023175,18.250397077649104,8.158696028680957,2.2369257309614103,3.8299831665193222,-7.156284986010272,2.550261359535928,28.584070796460175,1.701193235637603,0.5759407020157372,-0.163798650189315,4832,22.42063492063492,2.3281777163496558,5,30,150,80,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4690.882273663708,18.836405068247196,8.432152851144837,2.2338785124951537,3.944053660047158,-8.09674387589164,2.3264173051506916,29.787610619469024,1.6838531258230125,0.5778739347355428,-0.15652605808801578,5249,22.42063492063492,2.3280605378363894,20,30,150,20,60,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4685.856087473067,18.8308416409396,8.430445812133508,2.2336709185458896,3.775652999560091,-8.268294933727534,2.277475802674377,29.415929203539825,1.6863756926509776,0.5837390601708607,-0.17512980593899685,4836,22.42063492063492,2.3278251267505876,20,30,150,20,40,3,0.2,0.16,0.1,5,5.0,-0.2
opt,4721.610326610593,18.870296820237463,8.452687562105744,2.2324611765889606,3.9574414058325527,-7.170088192057325,2.6318081890737495,28.654867256637168,1.69296481071286,0.5970501231956524,-0.15385752981874407,5207,22.42063492063492,2.326812660690148,10,30,200,20,40,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4739.575514520987,18.89001620151898,8.465322197429959,2.2314586215340886,3.954216073499289,-7.041590985536129,2.682634683031187,28.56637168141593,1.6923732360608323,0.5998021909525246,-0.15385302662042924,5209,22.42063492063492,2.3259087025416836,10,30,200,20,60,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4739.377557106939,18.88979929606789,8.466619487229996,2.2310910894907856,3.9593482230531007,-6.98637879470682,2.703804052305267,28.601769911504427,1.6927784758569735,0.598849952677446,-0.15343215936528934,5218,22.42063492063492,2.325540085971125,10,30,200,20,60,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4939.652957194415,19.105024076461596,8.570649919869442,2.229121975005674,3.9028526502597884,-9.118816813411982,2.095120942484761,28.24778761061947,1.6766578518001536,0.6214993112796687,-0.16133113221763012,5147,22.42063492063492,2.324647095387982,5,30,200,20,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4535.454852343225,18.661727856546896,8.364611189467404,2.2310335093692664,3.7878898204306766,-5.6762682837834015,3.287675445126829,28.84955752212389,1.6935475003550975,0.5865762536734409,-0.17160059989850046,4794,22.42063492063492,2.324342148652001,20,50,200,20,60,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4557.598551541841,18.686952874024463,8.38668795667256,2.2281683747583427,3.7961381459596275,-7.894430036580374,2.3671060212624395,28.424778761061948,1.6915852789990768,0.597131099431258,-0.16877624896031276,4859,22.42063492063492,2.321603139128465,5,50,150,20,60,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4573.4303071094655,18.704917488205353,8.399245133943287,2.2269760186679712,3.957335512714788,-7.529238735337246,2.4843039443572024,28.300884955752213,1.693253436327625,0.5994435989720337,-0.1521301015319994,5193,22.42063492063492,2.320500606108998,5,50,150,20,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4317.090676833636,18.406621999868733,8.260304522969307,2.2283224484867006,3.7899241402672974,-6.742116926608641,2.7300953395252767,27.98230088495575,1.7005119663097021,0.5934974262461116,-0.1660506868052677,4783,22.42063492063492,2.3203555584860442,20,50,200,20,40,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4508.108239564649,18.630416574523288,8.367227933928893,2.2265936486536275,3.737936405559183,-8.045425151710528,2.3156534581099546,28.530973451327434,1.6864122419811745,0.5958753760190229,-0.17493323763888607,4765,22.42063492063492,2.3197457315262437,20,30,200,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4649.2795340914545,18.790186544605092,8.448030626704623,2.2242090937985504,3.957273667450828,-7.345441547363017,2.5580744770000505,28.353982300884955,1.6912506960205391,0.6019459661180455,-0.15282231801338778,5208,22.42063492063492,2.318160026521576,5,50,200,20,40,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4393.631422945015,18.49738627717572,8.317731218707385,2.223849964708321,3.9340338777013373,-7.040675328711478,2.6272176195576606,28.212389380530972,1.702999278008961,0.5902047559521956,-0.14830311764658013,5203,22.42063492063492,2.3163368960942,20,30,200,20,40,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4633.662545609649,18.77273695015125,8.447278421862908,2.2223414468693727,3.7628570570599114,-8.942700686971799,2.0992245639508393,27.823008849557525,1.6916077404658902,0.6127311901132473,-0.17166327526431532,4782,22.42063492063492,2.316205131620129,20,30,150,20,40,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4432.297293143815,18.542677327128267,8.345527958749601,2.2218698947246103,3.9322410240316406,-6.9566468369387815,2.6654619332793135,28.31858407079646,1.6984420483612115,0.5916258690858478,-0.14958000879189687,5210,22.42063492063492,2.314583281360252,20,30,200,20,40,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4918.676672965115,19.082868905843608,8.602031749227862,2.218414144723022,3.897089790859699,-8.326989120524395,2.2916889441836883,28.584070796460175,1.6727909093782813,0.6157403641696672,-0.16224563674746414,5166,22.42063492063492,2.31382848925224,5,30,200,20,60,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4700.29331847856,18.846807065617032,8.492804496925316,2.2191499960278396,3.9055512431610837,-7.432166913470888,2.5358428147593104,28.743362831858406,1.6748565774355573,0.6040866579570155,-0.15818086043821047,5214,22.42063492063492,2.3133840313559246,10,30,200,20,60,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4551.665084382053,18.680205015091687,8.416107375153176,2.2195777908253818,3.7788562895928393,-8.946763936076648,2.0879286799740204,27.362831858407077,1.703572009339739,0.6139449880138812,-0.1632458553828364,4848,22.42063492063492,2.3129788159008404,10,30,150,20,40,3,0.2,0.16,0.1,5,5.0,-0.2
opt,4760.1946941135775,18.912562707107373,8.530713441043513,2.2169966014933804,3.706958041985471,-8.958453125736222,2.1111415600059975,28.053097345132745,1.6783302358570475,0.6191085006580417,-0.17896556694087243,4745,22.42063492063492,2.3115594150289174,20,30,200,20,40,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4564.634662215276,18.694944082667853,8.437043159248118,2.2158170498601417,3.783346137774087,-7.570071393316573,2.469586231270309,28.088495575221238,1.690124252100949,0.6054143905393469,-0.1683371508319823,4834,22.42063492063492,2.309291770273481,5,30,150,20,60,3,0.2,0.16,0.1,5,5.0,-0.2
opt,4551.155522322988,18.67962513025372,8.431594431754586,2.215432120395116,3.7332525632994504,-8.152573851702765,2.2912549423090782,28.79646017699115,1.6719683421956215,0.5995127612551441,-0.178297247956444,4795,22.42063492063492,2.3088302460463845,20,30,150,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4460.854131177238,18.57589083732558,8.383093619224608,2.2158753893343435,3.7353341834299836,-8.166697521333376,2.2745902843592396,28.513274336283185,1.678441835170423,0.5988589268384606,-0.17556385048880735,4782,22.42063492063492,2.3087548435209713,20,30,150,20,60,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4530.847336284396,18.65646473306748,8.436912239668397,2.2112906005290807,3.9344672700287755,-7.632380445442408,2.444383487750271,28.194690265486727,1.6871499120928846,0.6035546934048681,-0.15261752981247534,5199,22.42063492063492,2.304572924194418,5,50,200,20,40,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4635.482050977456,18.7747727973232,8.496002830581755,2.209835986605671,3.7536501569310685,-7.440860363977346,2.5231991838222814,28.33628318584071,1.6697510630965708,0.613446991624821,-0.1729457971068716,4897,22.42063492063492,2.303709850592287,10,50,150,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4677.848234535855,18.821966299035676,8.52179616983442,2.2086853433155262,3.885810313009213,-8.322681667429478,2.2615266390272715,28.654867256637168,1.6707322067027568,0.6075389571035492,-0.16116267353298738,5159,22.42063492063492,2.3027951748107047,5,30,200,20,60,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4259.285056956993,18.337072880246353,8.304710755431147,2.2080326961723746,3.7111344522652527,-8.120686428155324,2.2580693199370043,27.876106194690266,1.6883377800542423,0.6000304665527297,-0.1705516576581438,4755,22.42063492063492,2.2997180605736065,20,30,200,20,60,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4105.7478794386625,18.14797497045637,8.216813670104772,2.208638980884298,3.8946728715740697,-7.33803891789204,2.473136920302631,27.98230088495575,1.6965092646787685,0.5878228956051528,-0.14729769596809222,5176,22.42063492063492,2.2993788557365797,5,80,150,20,40,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4162.981829261092,18.21922439282919,8.252640767153158,2.2076841712709276,3.7393107969349946,-7.545762233269443,2.414497545721783,28.106194690265486,1.7002617147293075,0.5855475910595052,-0.1651724992348326,4796,22.42063492063492,2.2987802932350734,20,50,150,20,40,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4755.101062141344,18.907001472094166,8.578345739399033,2.2040381731476724,3.8749731476523004,-8.391178639315994,2.253199733289836,28.24778761061947,1.6710352221496003,0.6188008213099648,-0.16034035230725815,5169,22.42063492063492,2.2985731805081433,5,30,150,20,60,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4517.127431235721,18.640762929318623,8.455931420097192,2.2044600415059143,3.9112995830751203,-7.191611861076918,2.5920145983138796,28.24778761061947,1.6827303797297841,0.6043300109171834,-0.15375052578594545,5200,22.42063492063492,2.2976638561525076,5,50,200,20,40,5,0.1,0.16,0.1,3,5.0,-0.1
opt,3677.0897499148687,17.58285668746984,7.9575821787184084,2.209572743652345,3.7901164803398926,-6.378725663901516,2.756484228029235,27.486725663716815,1.711470335286712,0.5736144606395341,-0.15422273256641808,4807,22.42063492063492,2.2974870270896943,5,30,150,80,40,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4462.175729334046,18.57742312963464,8.43263877160068,2.203037937804169,3.6943624994454636,-8.975536101240063,2.069784235736958,27.75221238938053,1.6818070588274245,0.6136657702495025,-0.17348068785613013,4759,22.42063492063492,2.295925053452342,20,30,200,20,40,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4627.415263586989,18.765741162423353,8.523408652871064,2.2016709425403667,3.876339751829892,-8.347630804002618,2.248031998902652,29.238938053097346,1.6646677281274567,0.5970518201689907,-0.15867927072123533,5269,22.42063492063492,2.295499648352483,20,30,150,20,60,3,0.1,0.16,0.1,5,5.0,-0.1
opt,4512.197018665076,18.63510940764561,8.463641319980393,2.201783925277304,3.877531975277553,-8.785040732077677,2.1212319869618153,28.67256637168142,1.6725913704850153,0.6005723580246483,-0.15582334118342167,5235,22.42063492063492,2.294959472315532,20,30,200,20,60,3,0.1,0.16,0.1,3,5.0,-0.1
opt,4415.47835307545,18.52302209788308,8.41274287564264,2.2017815558719454,3.740919154257372,-8.429288298758514,2.1974597903610906,27.486725663716815,1.6863693804581406,0.6154557895296452,-0.16798501048014475,4806,22.42063492063492,2.2943966663613606,5,30,150,20,60,3,0.2,0.16,0.1,3,5.0,-0.2
opt,4513.388327833169,18.636475966626385,8.467302084728411,2.2009933955514653,3.8944780081457617,-7.561515030172614,2.4646484060749074,28.194690265486727,1.6806817567934875,0.6064599302094879,-0.15344919992507272,5232,22.42063492063492,2.294175775384597,10,30,150,20,60,5,0.1,0.16,0.1,3,5.0,-0.1
opt,4264.073095031341,18.342867000153152,8.329210972448179,2.20223344814157,3.792820155649571,-7.613323267808562,2.4093114603070056,27.32743362831858,1.698103859418155,0.6072482171209264,-0.1603659910985846,4878,22.42063492063492,2.293947783142336,5,50,200,20,60,5,0.2,0.16,0.1,5,5.0,-0.2
opt,4102.801380907215,18.144281907108507,8.250367149721503,2.1992090264396267,3.861854281185753,-7.833852844732088,2.3161376996390373,28.67256637168142,1.6787520235115008,0.5825063963958068,-0.1533333779695556,5164,22.42063492063492,2.2899304359751693,5,80,200,20,40,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4487.924150092881,18.60719214808684,8.470738462552807,2.196643448542883,3.8980219504963523,-7.4966145612598565,2.4820793434202884,28.106194690265486,1.6809873827034656,0.6073555800652031,-0.15235220867248614,5247,22.42063492063492,2.2896794092833175,10,30,150,20,60,5,0.1,0.16,0.1,5,5.0,-0.1
opt,4392.074652699036,18.495554975798335,8.424627535462673,2.1954151560936133,3.7163700178266,-8.466732244498013,2.184497447385018,27.557522123893808,1.688579992343751,0.6119177220965126,-0.17098029608959467,4748,22.42063492063492,2.287892930972605,5,30,200,20,60,5,0.2,0.16,0.1,3,5.0,-0.2
opt,4406.918071195707,18.51299136378337,8.439217270330037,2.1936858325558166,3.8772698912983934,-8.422758412202633,2.197972499954685,28.72566371681416,1.6720755107480314,0.5961233270887067,-0.15413614111483656,5251,22.42063492063492,2.2862507893747335,20,30,200,20,60,3,0.1,0.16,0.1,5,5.0,-0.1
